title,source,search_query
Analyses of multiphysical model of electromagnetic and fluid in thermodynamic equilibrium and chemical nonequilibrium state,Scholar,QEM + ML
Methods for improving the efficiency of image optimization in 3D graphics,Scholar,QEM + ML
Confined Seepage underneath Hydraulic Structures Using Strong Form Differential Quadrature Element Method مادﺧﺗﺳﺎﺑ ﺔﯾﮐﯾﻟوردﯾﮭﻟا تﺂﺷﻧﻣﻟا لﻔﺳا روﺻﺣﻣﻟا برﺳﺗﻟا ﺔﯾﻌﯾﺑرﺗﻟا …,Scholar,QEM + ML
ےہ i ر ا a,Scholar,QEM + ML
CD4+ T Cells From Individuals With Type 1 Diabetes Respond to a Novel Class of Deamidated Peptides Formed in Pancreatic Islets,Scholar,QEM + ML
"[PS] Zapis~ ab oznaqaet, qto jaj6 Const jbj i jbj6 Const jaj.",Scholar,QEM + ML
"Simulation-based Algorithms for Open Quantum Systems: Learning, Control and Error Mitigation",Scholar,QEM + ML
The Function of the Penalty in Roman Law,Scholar,QEM + ML
Quantum Chemistry on Quantum Computers,Scholar,QEM + ML
Pion Decay,Scholar,QEM + ML
Extracción hidroetanólica de polifenoles de semillas de cáñamo (Cannabis sativa L.),Scholar,QEM + ML
Study on adsorption of lead and cadmium by non-burning ceramic granules from waterworks residual sludge,Scholar,QEM + ML
Visualization of Noisy and Less Noisy Computational Basis States in Quantum Computing,Scholar,QEM + ML
External Quantum Self-Attention Model,Scholar,QEM + ML
Capturing the Page Curve and Entanglement Dynamics of Black Holes in Quantum Computers,Scholar,QEM + ML
Toward a UV model of kinetic mixing and portal matter. III. Relating portal matter and right-handed neutrino masses,Scholar,QEM + ML
Charged mesogenesis,Scholar,QEM + ML
First Measurement of Entanglement Dynamics in the SYK Model using Quantum Computers,Scholar,QEM + ML
Innovations and Applications of Quantum Computing,Scholar,QEM + ML
[PS] BIMODUL^ NA REZOL^ VENTA ALGEBRY M BIUSA Vvedenie,Scholar,QEM + ML
Efficient implementation of the unitary coupled-cluster ansatz in high-dimensional trapped-ion systems,Scholar,QEM + ML
Controlled drug release and cytotoxicity studies of beta-lapachone and doxorubicin loaded into cyclodextrins attached to a polyethyleneimine matrix,Scholar,QEM + ML
The Standard Model of Particle Physics: Far from being The Last Word,Scholar,QEM + ML
Discover Nano,Scholar,QEM + ML
A CRITICAL ACCOUNT ON THE AUTOMATED SEM-EDS USAGE IN CERAMIC ANALYSES AT THE EXAMPLE OF PREHISTORIC POTTERY FROM THE SITE OF …,Scholar,QEM + ML
Predição de evasão de militares do Exército Brasileiro utilizando técnicas de machine learning,Scholar,QEM + ML
Condition monitoring of an industrial book-cutting machine using a novel mixture of vibration and physics-based features,Scholar,QEM + ML
Quantitative Image Reconstruction Methods for Low Signal-To-Noise Ratio Emission Tomography,Scholar,QEM + ML
General framework for two-photon spontaneous emission near plasmonic nanostructures,Scholar,QEM + ML
Electroresponsive weak polyelectrolyte brushes,Scholar,QEM + ML
pH-responsive drug delivery nanoplatforms as smart carriers of unsymmetrical bisacridines for targeted cancer therapy,Scholar,QEM + ML
Features of Financial and Legal Regulation of the Activities of State Extra-Budgetary Funds in the Digital Age: Problems and Prospects,Scholar,QEM + ML
Applying Fuzzy Association Rule Mining and Blockchain–Iot for Process Control and Analytics,Scholar,QEM + ML
Differential quadrature parallel algorithms for solving systems of convection-diffusion and reaction models,Scholar,QEM + ML
Search for millicharged particles in proton-proton collisions at TeV,Scholar,QEM + ML
Phenomenology of New Physics in the Neutrino Sector,Scholar,QEM + ML
[PS] RASSE NIE SVETA MNOGOSLO $ INYMI QASTICAMI S AKSIAL^ NO $ I SIMMETRIE $ I,Scholar,QEM + ML
Experimental study on adsorption of Cu2+ and Zn2+ in acid mine wastewater by modified lignite,Scholar,QEM + ML
Hierarchical disturbance-based displacement observer for piezoelectric self-sensing actuation,Scholar,QEM + ML
Multiresolution modeling for traffic analysis: Guidebook,Scholar,QEM + ML
"Science Bootcamp Goes Virtual: A Compressed, Interdisciplinary Online Course-Based Undergraduate Research Experience (CURE) Promotes Psychosocial Gains …",Scholar,QEM + ML
Indirect searches for the Standard Model extensions,Scholar,QEM + ML
Solar energy potential on East Coast Peninsular Malaysia and Johor using Hargreaves–Samani model for PV generation,Scholar,QEM + ML
Polinômios de permutação e q-polinômios,Scholar,QEM + ML
An differential quadrature finite element and the differential quadrature hierarchical finite element methods for the dynamics analysis of on board shaft,Scholar,QEM + ML
Tridiagonal matrix decomposition for Hamiltonian simulation on a quantum computer,Scholar,QEM + ML
Meshreduce: Scalable and bandwidth efficient 3d scene capture,Scholar,QEM + ML
A spectral segmentation method for large meshes,Scholar,QEM + ML
Investigating barriers toward the implementation of circular economy: A fuzzy critic approach,Scholar,QEM + ML
[인용] Lepton universality in the MSSM with trilinear R-parity violation model,Scholar,QEM + ML
Marriage between neutrino mass and flavor anomalies,Scholar,QEM + ML
Flotation performance and adsorption mechanism of monazite after the transformation of hydrogen-based mineral phase by octyl hydroxamic acid,Scholar,QEM + ML
Learning the Kalman Filter Parameters: an Expectation-Maximization Approach,Scholar,QEM + ML
Adsorption characteristics of polycarboxylate-based superplasticizers on the surface of tricalcium aluminate-gypsum system,Scholar,QEM + ML
Sparse probabilistic synthesis of quantum operations,Scholar,QEM + ML
I Konuqecr• Ii COACPll< attMe Konwqecreo,Scholar,QEM + ML
Digital Twin Construction Method for Monitoring Operation Status of Building Machine Jacking Operation,Scholar,QEM + ML
Exponential distillation of dominant eigenproperties,Scholar,QEM + ML
Quantifying the dynamical interactions between carbon pricing and environmental protection tax in China,Scholar,QEM + ML
Exciton-exciton interaction in transition metal dichalcogenide monolayers and van der Waals heterostructures,Scholar,QEM + ML
Applying a two-stage generalized synthetic control approach to quantify the heterogeneous health effects of extreme weather events: A 2018 large wildfire in …,Scholar,QEM + ML
Implications Of The B-Mesogenesis Model On The Lifetime Of B Mesons,Scholar,QEM + ML
for Multi-objective Queries in Markov,Scholar,QEM + ML
An efficient and lightweight method for web-based real-time 3D rendering based on feature preservation,Scholar,QEM + ML
Measurement of Parity Violating Asymmetry in Elastic Electron Scattering off 48Ca,Scholar,QEM + ML
Lepton Universality in the MSSM with Trilinear R-Parity Violation Model,Scholar,QEM + ML
Variable Beam-Splitter Reflectivity Estimation for Interferometry,Scholar,QEM + ML
Photodetection‐Photosynapse Multimodal Integrated Device for Synergistic Applications in Encrypted Optical Communication and Image Processing,Scholar,QEM + ML
Neutrino masses and self-interacting dark matter with mass mixing Z− Z′ gauge portal,Scholar,QEM + ML
Copy-move forgery detection based on keypoint clustering and similar neighborhood search algorithm,Scholar,QEM + ML
Power-Split Strategies for Hybrid Marine Propulsion Plants in Transient Loading Conditions for Optimal Energy Management and Emissions Reduction,Scholar,QEM + ML
Dyonic bound states,Scholar,QEM + ML
Phenotypic characterization of idiopathic epilepsy and epilepsy of unknown cause in Irish Setters,Scholar,QEM + ML
Developing New Research Tools to Improve Our Understanding of Plasmodium knowlesi Biology,Scholar,QEM + ML
Mixing Insulating Commodity Polymers with Semiconducting n‐type Polymers Enables High‐Performance Electrochemical Transistors,Scholar,QEM + ML
Excited states calculations with the quantum approximate optimization algorithm,Scholar,QEM + ML
Why P3HT Outperforms More Polar Analogues in OECTs,Scholar,QEM + ML
Noise-Robust Estimation of Quantum Observables in Noisy Hardware,Scholar,QEM + ML
Coal characterisation for predicting ash deposition: An international perspective,Scholar,QEM + ML
Achieving efficiency in black box simulation of distribution tails with self-structuring importance samplers,Scholar,QEM + ML
"Simple modular invariant model for quark, lepton, and flavored QCD axion",Scholar,QEM + ML
A two-potential formalism for the pion vector form factor,Scholar,QEM + ML
Cascade PID Controller Optimization using Bison Algorithm,Scholar,QEM + ML
Intracellular lipopolysaccharide regulates ER remodeling upon bacterial infection,Scholar,QEM + ML
Mitochondrial PCK2 missense variant in Shetland sheepdogs with paroxysmal exercise-induced dyskinesia (PED),Scholar,QEM + ML
Research on point cloud simplification algorithm for ring forgings based on joint entropy evaluation,Scholar,QEM + ML
Optimization by Artificial Neural Network (ANN) of Malachite Green Adsorption on Clays: Contribution to the Achievement of the Sustainable Development Goals …,Scholar,QEM + ML
[인용] Mitigating readout errors in superconducting qubit devices,Scholar,QEM + ML
Modelling and energy efficiency analysis of the microwave continuous processing of limestone,Scholar,QEM + ML
[PS] MARTINGAL^ NY PODHOD K ZADAQE KOLLEKCIONERA Vvedenie,Scholar,QEM + ML
"EDITAL Nº 4, DE 17 DE MAIO DE 2022 CONCURSO DE ADMISSÃO AO CURSO DE FORMAÇÃO DE OFICIAIS DA ATIVA DO QUADRO DE ENGENHEIROS …",Scholar,QEM + ML
Biased estimator channels for classical shadows,Scholar,QEM + ML
A flexible cooperative MARL method for efficient passage of an emergency CAV in mixed traffic,Scholar,QEM + ML
Biodegradable alginate derivatives obtained by eco-friendly ultrasound technology for more sustainable leather tanning,Scholar,QEM + ML
Optimization of Bleaching Crude Palm Oil with Activated Snail Shell using Central Composite Design [CCD],Scholar,QEM + ML
B 群連鎖球菌の妊娠時スクリーニングで過去の陽性歴があるが 今回妊娠時は陰性であった母体から出生した早発型 B 群連鎖球菌敗血症の新生児例,Scholar,QEM + ML
[PS] VV Rexetnikov,Scholar,QEM + ML
Patriot SportSignal,Scholar,QEM + ML
"Micro CT and Experimental Study of Carbonate Precipitation from CO2 and Produced Water Co-Injection into Sandstone. Energies 2021, 14, 6998",Scholar,QEM + ML
Resilience of quantum optimization algorithms,Scholar,QEM + ML
Airborne Transmission of Legionella from Cooling Towers: A Fluid Dynamics Approach,Scholar,QEM + ML
Flavonoids: the use in mental health and related diseases,Scholar,QEM + ML
Synthesis and Adsorption of Cerium Doped Layered Manganese Lithium Ion-Sieve Spherical Particles Based on Pvb/Pmma Blends,Scholar,QEM + ML
Thermal Annealing for High Performance and Memory Behavior in n‐Type Organic Electrochemical Transistors,Scholar,QEM + ML
[PS] KISLOROD V KRISTALLE MgO. LOKAL^ NY PODHOD,Scholar,QEM + ML
Assessing the current state of adiabatic quantum computers in solving challenging computational problems,Scholar,QEM + ML
Once More on Extending the Mortgage over Increments: An Experience of Interpretive Methods in Law,Scholar,QEM + ML
Model and Applications of Quantum Light-Matter Interaction in Anti-Resonant Optical Fibers,Scholar,QEM + ML
[PS] O NEKOTORYH PREDEL^ NYH ZAKONAH V ZADAQE KOLLEKCIONERA Vvedenie,Scholar,QEM + ML
Prevalence and Global Factors Influencing Polypharmacy and its Clinical Phenotypes in Cancer Patients: A Systematic Review and Meta-Analysis,Scholar,QEM + ML
[PS] x1. Vvedenie,Scholar,QEM + ML
Topics in Physics Beyond the Standard Model,Scholar,QEM + ML
Looking for New Physics: From Dark Matter to Machine Learning,Scholar,QEM + ML
Nitrate removal from aqueous solutions using nanostructured adsorbents in continuous and discontinuous systems,Scholar,QEM + ML
Innovative Design Strategies for Sustainable Functional Polymer Systems,Scholar,QEM + ML
Use of tailings in mn dissolution from marine nodule matrix,Scholar,QEM + ML
[PS] KLASSY GL^ DERA V OBLAST H LAVRENT^ EVA,Scholar,QEM + ML
Transverse free vibration analysis of thin sectorial plates by the weak form quadrature element method,Scholar,QEM + ML
AND FERTILITY,Scholar,QEM + ML
"Comparative Study of Adsorption of Red Gram Seed Husk for the Adsorption of Congo Red, Crystal Violet, and Methylene Bluefrom Aqueous Solution",Scholar,QEM + ML
Beyond the Standard Model at the Large Hadron Collider: from Simplified Model Constraints to Artificial Proto-Modelling for Dispersed Signals,Scholar,QEM + ML
Quantitative Cybersecurity Analysis Framework for Cyber Physical Systems: A Conceptual Approach,Scholar,QEM + ML
The Right to Supplement the Plaintiff's Claim in Arbitration Procedure: Development of the Topic,Scholar,QEM + ML
Controlled growth of strontium sulfate particles in aqueous solution: inhibition effects of a bubble column evaporator,Scholar,QEM + ML
Confocal and cavity-enhanced spectroscopy of semiconductor van der Waals heterostructures,Scholar,QEM + ML
The impact of electrolyte swelling on the mixed conduction properties of n-type organic semiconductors,Scholar,QEM + ML
"Photocatalytic degradation of 2,4-dichlorophenoxyacetic acid from aqueous solutions by Ag3PO4/TiO2 nanoparticles under visible light: kinetic and thermodynamic …",Scholar,QEM + ML
